date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:42:38	24786/24786	---M--	200	added ('OK')	text/html	date:Mon,%2006%20May%202019%2009:42:37%20GMT	http://dev.web-cruit.com/tagmanager/index.cfm?action=admintag&tagid=4011	C:/CV/tagmanager/tag%20manager/dev.web-cruit.com/tagmanager/index1226.html	(from http://dev.web-cruit.com/tagmanager/index.cfm?action=taghierarchymenu&refreshtags=1)
10:42:39	24787/24787	---M--	200	added ('OK')	text/html	date:Mon,%2006%20May%202019%2009:42:37%20GMT	http://dev.web-cruit.com/tagmanager/index.cfm?action=admintag&tagid=36023	C:/CV/tagmanager/tag%20manager/dev.web-cruit.com/tagmanager/index479a.html	(from http://dev.web-cruit.com/tagmanager/index.cfm?action=taghierarchymenu&refreshtags=1)
10:42:40	24787/24787	---M--	200	added ('OK')	text/html	date:Mon,%2006%20May%202019%2009:42:38%20GMT	http://dev.web-cruit.com/tagmanager/index.cfm?action=admintag&tagid=53024	C:/CV/tagmanager/tag%20manager/dev.web-cruit.com/tagmanager/index75d9.html	(from http://dev.web-cruit.com/tagmanager/index.cfm?action=taghierarchymenu&refreshtags=1)
10:42:41	24787/24787	---M--	200	added ('OK')	text/html	date:Mon,%2006%20May%202019%2009:42:40%20GMT	http://dev.web-cruit.com/tagmanager/index.cfm?action=admintag&tagid=55039	C:/CV/tagmanager/tag%20manager/dev.web-cruit.com/tagmanager/index9e43.html	(from http://dev.web-cruit.com/tagmanager/index.cfm?action=taghierarchymenu&refreshtags=1)
10:42:42	24787/24787	---M--	200	added ('OK')	text/html	date:Mon,%2006%20May%202019%2009:42:41%20GMT	http://dev.web-cruit.com/tagmanager/index.cfm?action=admintag&tagid=56035	C:/CV/tagmanager/tag%20manager/dev.web-cruit.com/tagmanager/index007c.html	(from http://dev.web-cruit.com/tagmanager/index.cfm?action=taghierarchymenu&refreshtags=1)
10:42:43	24787/24787	---M--	200	added ('OK')	text/html	date:Mon,%2006%20May%202019%2009:42:41%20GMT	http://dev.web-cruit.com/tagmanager/index.cfm?action=admintag&tagid=56036	C:/CV/tagmanager/tag%20manager/dev.web-cruit.com/tagmanager/indexd280.html	(from http://dev.web-cruit.com/tagmanager/index.cfm?action=taghierarchymenu&refreshtags=1)
10:42:44	24787/24787	---M--	200	added ('OK')	text/html	date:Mon,%2006%20May%202019%2009:42:42%20GMT	http://dev.web-cruit.com/tagmanager/index.cfm?action=admintag&tagid=58037	C:/CV/tagmanager/tag%20manager/dev.web-cruit.com/tagmanager/index6d36.html	(from http://dev.web-cruit.com/tagmanager/index.cfm?action=taghierarchymenu&refreshtags=1)
10:42:44	6880/6880	---M-Z	200	added ('OK')	text/css	etag:%2203a31f4993fd41:0%22	http://dev.web-cruit.com/tagmanager/css/smart_wizard.css	C:/CV/tagmanager/tag%20manager/dev.web-cruit.com/tagmanager/css/smart_wizard.css	(from http://dev.web-cruit.com/tagmanager/index.cfm?action=importquestion)
10:42:45	17114/17114	---M-Z	200	added ('OK')	application/x-javascript	etag:%2203a31f4993fd41:0%22	http://dev.web-cruit.com/tagmanager/tagmanagerscripts/importquestion.js?20190505184942	C:/CV/tagmanager/tag%20manager/dev.web-cruit.com/tagmanager/tagmanagerscripts/importquestion4eb2.js	(from http://dev.web-cruit.com/tagmanager/index.cfm?action=importquestion)
10:42:45	9670/9670	---M-Z	200	added ('OK')	application/x-javascript	etag:%2203a31f4993fd41:0%22	http://dev.web-cruit.com/tagmanager/tagmanagerscripts/jquery.smartWizard-2.0.min.js?20190505184942	C:/CV/tagmanager/tag%20manager/dev.web-cruit.com/tagmanager/tagmanagerscripts/jquery.smartWizard-2.0.min4eb2.js	(from http://dev.web-cruit.com/tagmanager/index.cfm?action=importquestion)
10:42:46	90412/90412	---M--	200	added ('OK')	application/x-woff	etag:%226d7a99a69a3fd41:0%22	http://dev.web-cruit.com/tagmanager/images/css/web-cruit/font-awesome/font-awesome-4.6.3/fonts/fontawesome-webfont.woff?v=4.6.3	C:/CV/tagmanager/tag%20manager/dev.web-cruit.com/tagmanager/images/css/web-cruit/font-awesome/font-awesome-4.6.3/fonts/fontawesome-webfont5b62.woff	(from http://dev.web-cruit.com/tagmanager/images/css/web-cruit/font-awesome/font-awesome-4.6.3/css/font-awesome.css?20190505184942)
10:42:51	152796/152796	---M--	200	added ('OK')	application/octet-stream	etag:%2264997a69a3fd41:0%22	http://dev.web-cruit.com/tagmanager/images/css/web-cruit/font-awesome/font-awesome-4.6.3/fonts/fontawesome-webfont.ttf?v=4.6.3	C:/CV/tagmanager/tag%20manager/dev.web-cruit.com/tagmanager/images/css/web-cruit/font-awesome/font-awesome-4.6.3/fonts/fontawesome-webfont5b62.ttf	(from http://dev.web-cruit.com/tagmanager/images/css/web-cruit/font-awesome/font-awesome-4.6.3/css/font-awesome.css?20190505184942)
10:42:51	5199/5199	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2006%20May%202019%2009:42:51%20GMT	http://dev.web-cruit.com/tagmanager/images/loader.gif	C:/CV/tagmanager/tag%20manager/dev.web-cruit.com/tagmanager/images/loader.48.delayed	(from http://dev.web-cruit.com/tagmanager/css/smart_wizard.css)
